title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
Paco ve Nany | פקו ונני - Local Pizzeria,4.9,232,Nakhal Tsikhor St 10,Mitzpe Ramon,,IL,http://www.pacovenany.com/,+972 55-986-8362,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Paco%20ve%20Nany%20%7C%20%D7%A4%D7%A7%D7%95%20%D7%95%D7%A0%D7%A0%D7%99%20-%20Local%20Pizzeria&query_place_id=ChIJE05HZjHzARURm60C-P3miE8
The Palace Restaurant - מסעדת הפאלאס,3.3,13,Gershon Agron St 26-28,Jerusalem,,IL,https://waldorfastoria.co.il/palace/,+972 2-542-3333,Restaurant,https://www.google.com/maps/search/?api=1&query=The%20Palace%20Restaurant%20-%20%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%94%D7%A4%D7%90%D7%9C%D7%90%D7%A1&query_place_id=ChIJlbjWnu4pAxURxpK0pF-SxXQ
Restaurant EdiGall,4.7,368,Trumpeldor Joseph St 84,Be'er Sheva,,IL,https://israelbusinessguide.com/catalog/beer_sheva/edigall/,+972 54-633-5280,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20EdiGall&query_place_id=ChIJyXZ5wRZmAhUR7cNxcBs8wnI
Cramim Restaurant,4.4,3592,Eliyahu Nawi St 34,Be'er Sheva,,IL,http://www.cramimrest.co.il/,+972 8-996-6444,Restaurant,https://www.google.com/maps/search/?api=1&query=Cramim%20Restaurant&query_place_id=ChIJ_b_F_kxmAhURn1t3IBZ8M_I
Restaurant Rachela,4.6,1270,HaMasger St 12,Ofakim,,IL,https://rachela-res.co.il/,+972 54-207-0897,Chophouse restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Rachela&query_place_id=ChIJUT5RCUp6AhURinl-APrnBCc
HaHavit,4.5,2544,Nakhal Tsikhor St 10,Mitzpe Ramon,,IL,http://www.hahavit.com/,+972 8-658-8226,Gastropub,https://www.google.com/maps/search/?api=1&query=HaHavit&query_place_id=ChIJg244gUbyARUR4ty2CLibdq4
Pescado,4.6,1889,Martin Buber St 1/12,Ashdod,,IL,http://www.pescado.co.il/,+972 8-852-3063,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Pescado&query_place_id=ChIJUUxvh6CjAhURs9np0Z_2At4
Ultra: Food from Israel and the Caucasus,4.6,524,Har Boker St 8,Mitzpe Ramon,,IL,https://israelbusinessguide.com/catalog/micpe_ramon/ultra_israeli_caucasian_food/,+972 52-288-9589,Restaurant,https://www.google.com/maps/search/?api=1&query=Ultra%3A%20Food%20from%20Israel%20and%20the%20Caucasus&query_place_id=ChIJn4F_hzLzARURRNmYFWHQNUk
קפאו בית שמש KAPAO THAI FOOD,4.5,579,Yig'al Alon Ave 6,Bet Shemesh,,IL,https://kapao.co.il/,+972 77-362-2222,Thai restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%90%D7%95%20%D7%91%D7%99%D7%AA%20%D7%A9%D7%9E%D7%A9%20KAPAO%20THAI%20FOOD&query_place_id=ChIJGbVCa1rEAhURI17DCF_ntGw
Bastory,4.9,987,Khayim Yakhil St 18,Be'er Sheva,,IL,https://ontopo.co.il/bastory?source=google,+972 8-690-8989,Restaurant,https://www.google.com/maps/search/?api=1&query=Bastory&query_place_id=ChIJJRXee5NnAhURYv3gNdQ7d9M
Restaurant,4.0,171,HaHistadrut Ave 35,Haifa,,IL,http://www.zooz360.co.il/main.asp?id=378,+972 50-800-5752,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant&query_place_id=ChIJEdXfgUm3HRURKi7oqQxt2R0
מסעדת רמונא הכשרה - בית רמונא,4.6,76,Ma'ale Ben Tur St 1,Mitzpe Ramon,,IL,https://www.beit-ramona.com/,+972 77-938-6191,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%A8%D7%9E%D7%95%D7%A0%D7%90%20%D7%94%D7%9B%D7%A9%D7%A8%D7%94%20-%20%D7%91%D7%99%D7%AA%20%D7%A8%D7%9E%D7%95%D7%A0%D7%90&query_place_id=ChIJPVGcV0XyARURhfxj_vGpCYE
TATAMI,3.8,63,Derech Haifa 30,Kiryat Ata,,IL,http://tatami-sushi.co.il/,+972 4-888-7997,Asian restaurant,https://www.google.com/maps/search/?api=1&query=TATAMI&query_place_id=ChIJ20s5FLGxHRURU1ehk3CgLZ0
The Indian Israeli restaurant at Klil. Tammy&Shlomo,3.5,44,Unnamed Road Klil,Klil,,IL,https://restaurantguru.com/The-Indian-Israeli-restaurant-at-Klil-TammyandShlomo-Klil,+972 52-326-1898,Restaurant,https://www.google.com/maps/search/?api=1&query=The%20Indian%20Israeli%20restaurant%20at%20Klil.%20Tammy%26Shlomo&query_place_id=ChIJN8majjDNHRURxigRRpJUlI4
Vegan Xpress,4.8,564,Nahal Nitsana St 41,Mitzpe Ramon,,IL,http://www.veganxpress777.com/,+972 53-429-8682,Vegan restaurant,https://www.google.com/maps/search/?api=1&query=Vegan%20Xpress&query_place_id=ChIJ4wwwCEnyARUR4Axsad-IlAs
גומבה באר שבע - יס פלאנט,4.6,2593,ברוך קטניקא 2,Be'er Sheva,,IL,http://www.goomba.co.il/,+972 3-774-3330,Italian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%95%D7%9E%D7%91%D7%94%20%D7%91%D7%90%D7%A8%20%D7%A9%D7%91%D7%A2%20-%20%D7%99%D7%A1%20%D7%A4%D7%9C%D7%90%D7%A0%D7%98&query_place_id=ChIJm73NUydmAhURz15JLx_12CQ
Restaurant Rose,4.5,267,Mivtsa Nakhshon St 60,Be'er Sheva,,IL,https://israelbusinessguide.com/catalog/beer_sheva/restaurant_rose/,+972 8-648-0776,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Rose&query_place_id=ChIJ41SABmVmAhURan6Jrebj7F0
Eduardo's Restaurant,3.0,2,Armonim St 118,Kiryat Yam,,IL,http://www.facebook.com/eduardosrest,+972 50-217-2707,Argentinian restaurant,https://www.google.com/maps/search/?api=1&query=Eduardo's%20Restaurant&query_place_id=ChIJAQAAADW6HRURgXGRrlLeJy4
Robian Restaurant,4.2,37,דרך שעפט 50,Jerusalem,,IL,https://www.facebook.com/RobianRestaurant/,+972 2-663-8484,Seafood restaurant,https://www.google.com/maps/search/?api=1&query=Robian%20Restaurant&query_place_id=ChIJQ4V0fGIrAxURXcJGSVY3APU
Why? Restaurant Cafe,4.6,306,כביש הראשי,Majdal Shams,,IL,https://www.facebook.com/WHY-Restaurant-Bar-1413087665598595/,+972 54-793-7187,Restaurant,https://www.google.com/maps/search/?api=1&query=Why%3F%20Restaurant%20Cafe&query_place_id=ChIJL-JfYaK3HhUR45wtDHFW4RE
Kangaroo Georgian Restaurant,4.3,1025,Ma'alot Nakhalat Shiv'a St 7,Jerusalem,,IL,https://www.facebook.com/Kangaroo.Georgian.Restaurant/,+972 2-625-0618,Georgian restaurant,https://www.google.com/maps/search/?api=1&query=Kangaroo%20Georgian%20Restaurant&query_place_id=ChIJ6Ylh1NYpAxUR5-4gAS0YxLE
Martha Deli,4.8,229,Sderot HaMeginim 90,Haifa,,IL,https://www.instagram.com/martha_deli_il?igsh=dTMxdHp5cjl2YnN2&utm_source=qr,+972 4-600-2055,Deli,https://www.google.com/maps/search/?api=1&query=Martha%20Deli&query_place_id=ChIJg67GAxu7HRURL-fuGXE3f_8
Portioli Italian Restaurant,3.8,625,Sderot Ma'ale Yitshak 14,Nof HaGalil,,IL,https://israelbusinessguide.com/catalog/nof_hagalil_nacrat_ilit_/portioli_italian_restaurant/,+972 77-729-6378,Italian restaurant,https://www.google.com/maps/search/?api=1&query=Portioli%20Italian%20Restaurant&query_place_id=ChIJj_3lMd1OHBURjJXm9fU2Q9o
Chiang Mai Chinese Restaurant,3.9,790,Ha-Meyasdim St 50,Zikhron Ya'akov,,IL,https://www.rest.co.il/rest/40187760/,+972 4-629-2920,Chinese restaurant,https://www.google.com/maps/search/?api=1&query=Chiang%20Mai%20Chinese%20Restaurant&query_place_id=ChIJnRFBe38JHRURZBrDyXL0XSc
Hummus Jerusalem,4.8,1976,Yerushalayim St 26,Hadera,,IL,https://www.facebook.com/%D7%97%D7%95%D7%9E%D7%95%D7%A1-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D-%D7%A1%D7%A0%D7%99%D7%A3-%D7%97%D7%93%D7%A8%D7%94-1391494381144463/?ref=br_rs,+972 4-641-1128,Israeli restaurant,https://www.google.com/maps/search/?api=1&query=Hummus%20Jerusalem&query_place_id=ChIJobKZNUcSHRURlEQMw_e2tAk
Casa Barone Restaurant | מסעדת קאזה ברונה,4.0,250,Zahal 4,Zikhron Ya'akov,,IL,https://casa-barone.co.il/,+972 4-629-0999,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Casa%20Barone%20Restaurant%20%7C%20%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%A7%D7%90%D7%96%D7%94%20%D7%91%D7%A8%D7%95%D7%A0%D7%94&query_place_id=ChIJEV0kYNELHRURkaZa27mxv4I
Su-Shai Sushi - סושי בוטיק,4.8,125,Moshe Goshen Ave 25,Kiryat Motzkin,,IL,http://su-shai.com/,+972 54-450-5455,Delivery service,https://www.google.com/maps/search/?api=1&query=Su-Shai%20Sushi%20-%20%D7%A1%D7%95%D7%A9%D7%99%20%D7%91%D7%95%D7%98%D7%99%D7%A7&query_place_id=ChIJV5mQsk23HRURpHPfMofM894
JAPANIKA KIRYAT MOTZKIN,4.3,1215,Moshe Goshen Ave 92,Kiryat Motzkin,,IL,http://www.japanika.net/,+972 3-723-6100,Asian restaurant,https://www.google.com/maps/search/?api=1&query=JAPANIKA%20KIRYAT%20MOTZKIN&query_place_id=ChIJ6zItdjm3HRURtey7U6QKBIc
Sabino Steakhouse,4.3,1446,David Remez St 18,Kefar Sava,,IL,http://www.rol.co.il/sites/sabino/,+972 9-760-2647,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Sabino%20Steakhouse&query_place_id=ChIJuzay0lU4HRUR8f59kdM2JFc
בוץ מסעדה BOTZ Dining,4.9,68,Ha-Shita St 3,Mitzpe Ramon,,IL,https://www.instagram.com/botzbytal/,+972 52-826-5440,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%95%D7%A5%20%D7%9E%D7%A1%D7%A2%D7%93%D7%94%20BOTZ%20Dining&query_place_id=ChIJOXSSfGPzARUR0UKvL_aPCY0
KESAR קסר מסעדה הודית,4.1,334,Sirkin St 11,Haifa,,IL,https://www.rest.co.il/rest/80352944/,+972 58-544-6586,Indian restaurant,https://www.google.com/maps/search/?api=1&query=KESAR%20%D7%A7%D7%A1%D7%A8%20%D7%9E%D7%A1%D7%A2%D7%93%D7%94%20%D7%94%D7%95%D7%93%D7%99%D7%AA&query_place_id=ChIJV1W5YmW7HRURn8CKb_S9PmI
Al Halal Restaurant,4.0,99,כביש 805,Arraba,,IL,https://restaurantguru.com/Al-Halal-Restaurant-Arraba,+972 52-308-9880,Restaurant,https://www.google.com/maps/search/?api=1&query=Al%20Halal%20Restaurant&query_place_id=ChIJ47HrE_M2HBURBVJ3v6Y-s4c
פיצה ארטיזנל Pizza Artesanal,4.7,100,כפר האומנים,Tzukim,,IL,https://www.instagram.com/pizzaria_tzukim?igsh=b2J6aTF1bm50OWVw,+972 52-366-6811,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%90%D7%A8%D7%98%D7%99%D7%96%D7%A0%D7%9C%20Pizza%20Artesanal&query_place_id=ChIJVd-ak9yDARURpGQAo5Hz6hM
Sumsumiya,4.7,1015,Nakhal Tsiya St 7,Mitzpe Ramon,,IL,https://tbit.be/pui3dD,+972 55-318-2300,Restaurant,https://www.google.com/maps/search/?api=1&query=Sumsumiya&query_place_id=ChIJp7mJ-djzARURMYdahLiUX1A
Tarbush Cafe & Restaurant,3.9,424,Sderot Ben Gurion 36,Haifa,,IL,https://www.facebook.com/tarbushcafferestaurant,+972 4-811-1017,Restaurant,https://www.google.com/maps/search/?api=1&query=Tarbush%20Cafe%20%26%20Restaurant&query_place_id=ChIJh8K097W7HRURuPBrBB9MiF8
Star Restaurant - Yussef Brothers,4.4,435,Sderot HaMeginim 19,Haifa,,IL,https://restaurantguru.com/msedt-abv-ivsp-Haifa-2,+972 4-864-0666,Restaurant,https://www.google.com/maps/search/?api=1&query=Star%20Restaurant%20-%20Yussef%20Brothers&query_place_id=ChIJ2-w4kzW6HRURBP8_m5oRn9Q
Marmaris Restaurant,4.5,4,,Nahf,,IL,https://m.facebook.com/rest.marmaris/,+972 50-362-8884,Restaurant,https://www.google.com/maps/search/?api=1&query=Marmaris%20Restaurant&query_place_id=ChIJfUfrJa0xHBURjwmmEN2NYd0
Matza Restaurant,4.1,1485,"מתחם תחנת דלק, Derekh Ruppin",Haifa,,IL,http://mazarestaurant.net/,+972 4-824-7399,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Matza%20Restaurant&query_place_id=ChIJP5aZqfu6HRURYffOQm3sIA4
Captain Burger,4.0,614,דן שכטמן 10,Hadera,,IL,https://captainb.co.il/,+972 73-274-5545,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Captain%20Burger&query_place_id=ChIJ7T9xMNUTHRURHwy-9r2BguA
הדרומית - מסעדת בשרים כשרה,4.3,3117,"מתחם ישפרו סנטר, Tsvi Taub St 1",Be'er Sheva,,IL,http://www.hadromit.papa-goup.co.il/,+972 79-674-4711,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%93%D7%A8%D7%95%D7%9E%D7%99%D7%AA%20-%20%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%91%D7%A9%D7%A8%D7%99%D7%9D%20%D7%9B%D7%A9%D7%A8%D7%94&query_place_id=ChIJ2Zr2N5xoAhURIq0GiK1I4qk
Falafel Zichron,4.7,607,Ha-Meyasdim St 60,Zikhron Ya'akov,,IL,https://falafelzichron.co.il/,+972 4-629-2226,Falafel restaurant,https://www.google.com/maps/search/?api=1&query=Falafel%20Zichron&query_place_id=ChIJabwV0IEJHRURwLJ2xUjI9cE
Aviv Restaurant,4.8,95,"מרכז רסקו, Atsmon St 16",Nof HaGalil,,IL,https://www.avivsrestaurant.co.il/,+972 4-610-3190,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Aviv%20Restaurant&query_place_id=ChIJqbP9p5VPHBURYHj8r17YPvs
Glida Romanian Restaurant,4.4,2964,Kibuts Galuyot St 23,Haifa,,IL,http://www.glida.com/,+972 4-866-7929,Romanian restaurant,https://www.google.com/maps/search/?api=1&query=Glida%20Romanian%20Restaurant&query_place_id=ChIJO_k5tUi6HRURuBJcwMj1vsw
גן ירק,4.8,159,52,Tzofar,,IL,https://www.facebook.com/gan.yarak.arava,+972 52-366-6819,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%9F%20%D7%99%D7%A8%D7%A7&query_place_id=ChIJxa8lf5mBARUR8s_83yQ8a0U
דיאנא נצרת Diana Restaurant,4.0,1297,"Paul Paul VI, 51",Nazareth,,IL,https://dianaa.rest.co.il/,+972 4-657-2919,Family restaurant,https://www.google.com/maps/search/?api=1&query=%D7%93%D7%99%D7%90%D7%A0%D7%90%20%D7%A0%D7%A6%D7%A8%D7%AA%20Diana%20Restaurant&query_place_id=ChIJbb-IP89NHBURKbx-aE6jUS8
Kinor David Restaurant,4.4,647,Ha-Nasi Weizman St 23,Afula,,IL,http://bit.ly/Kinor2021,+972 4-659-1910,Restaurant,https://www.google.com/maps/search/?api=1&query=Kinor%20David%20Restaurant&query_place_id=ChIJb2mDdsRTHBURt0o0xcMt5xw
Al-Sheikh Restaurant,4.4,527,Iksal St 2,Nazareth,,IL,https://www.facebook.com/alsheikh.restaurant.naz/,+972 4-656-7664,Restaurant,https://www.google.com/maps/search/?api=1&query=Al-Sheikh%20Restaurant&query_place_id=ChIJGaERo9RNHBURFCqbfgcxLiw
Golden Goose Restaurant,4.2,5058,"מרכז ביג, Eliyahu Nawi St 24",Be'er Sheva,,IL,https://www.avazhazahav.co.il/,+972 8-628-7675,Chophouse restaurant,https://www.google.com/maps/search/?api=1&query=Golden%20Goose%20Restaurant&query_place_id=ChIJ0V_FWmlmAhURNeSjEEjJLMA
מסעדת הוא Hooka RESTAURANT,5.0,4,,Yarka,,IL,https://dinu.co.il/rest/hooka,+972 54-792-8168,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%94%D7%95%D7%90%20Hooka%20RESTAURANT&query_place_id=ChIJE69yXmLNHRURDZR9rT1XNfw
Kansai,4.2,411,Refa'el Eitan St 3,Petah Tikva,,IL,https://kansai.co.il/,+972 3-602-7707,Asian restaurant,https://www.google.com/maps/search/?api=1&query=Kansai&query_place_id=ChIJWXvUPD82HRURmNAs6sD9Iic
Azura,4.4,4013,Ha-Eshkol St 4,Jerusalem,,IL,https://www.facebook.com/AZURARESTURANT/?rf=246605802020055,+972 2-623-5204,Middle Eastern restaurant,https://www.google.com/maps/search/?api=1&query=Azura&query_place_id=ChIJ8epn9SjWAhUR6infQ_h30kw
Burger Saloon,4.6,678,Ha-Ta'asiya St 1,Yokne'am Illit,,IL,https://burgersaloon.co.il/yokneam/,+972 73-397-6302,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Burger%20Saloon&query_place_id=ChIJyX10J2avHRURQsGSu5osqmw
Ha'Ahuza Grill-Bar,4.3,3881,HaHashmal St 1,Afula,,IL,http://achuzagrillbar.co.il/,+972 4-642-7428,Bar & grill,https://www.google.com/maps/search/?api=1&query=Ha'Ahuza%20Grill-Bar&query_place_id=ChIJaWytfZVRHBUR56-2CMT8MVo
Fishers' Restaurant מסעדת הדייגים,4.3,485,مطعم الصيادين,Acre,,IL,https://israelbusinessguide.com/catalog/akko/fishers_restaurant__/,+972 4-682-0330,Seafood restaurant,https://www.google.com/maps/search/?api=1&query=Fishers'%20Restaurant%20%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%94%D7%93%D7%99%D7%99%D7%92%D7%99%D7%9D&query_place_id=ChIJrSm64bwIHRURWfdq0vDp7-4
Safeta restaurant,4.0,40,Ha-Gdud ha-Shlishi St 106,Safed,,IL,https://www.villa-galilee.com/,+972 73-262-6196,French restaurant,https://www.google.com/maps/search/?api=1&query=Safeta%20restaurant&query_place_id=ChIJ-YrdEsQjHBUR8o53LY2c-RI
Locanda - לוקנדה נצרת,4.4,790,Derekh ha-Tsiyonut 29,Nof HaGalil,,IL,https://locanda.rest/,+972 4-613-0351,Arab restaurant,https://www.google.com/maps/search/?api=1&query=Locanda%20-%20%D7%9C%D7%95%D7%A7%D7%A0%D7%93%D7%94%20%D7%A0%D7%A6%D7%A8%D7%AA&query_place_id=ChIJL0VexYVOHBURBVhtLtn12d8
Nora's kitchen,4.5,905,רחוב 6,דלית אל כרמל,,IL,http://nuraskitchen.co.il/,+972 52-384-8576,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Nora's%20kitchen&query_place_id=ChIJpWJT7nmvHRUR6leCXbHH0v8
Restaurant,4.7,25,,Yodfat,,IL,http://www.goatswiththewind.com/,+972 50-532-7387,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant&query_place_id=ChIJP9AOuY81HBURPF2sIOoHDe4
"מכוורת פורת- בר מסעדה, המבורגרים, המקום לאכול בערבה",4.7,129,משק 25,Ein Yahav,,IL,https://www.porat.farm/,+972 58-566-6032,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%9B%D7%95%D7%95%D7%A8%D7%AA%20%D7%A4%D7%95%D7%A8%D7%AA-%20%D7%91%D7%A8%20%D7%9E%D7%A1%D7%A2%D7%93%D7%94%2C%20%D7%94%D7%9E%D7%91%D7%95%D7%A8%D7%92%D7%A8%D7%99%D7%9D%2C%20%D7%94%D7%9E%D7%A7%D7%95%D7%9D%20%D7%9C%D7%90%D7%9B%D7%95%D7%9C%20%D7%91%D7%A2%D7%A8%D7%91%D7%94&query_place_id=ChIJ72-AVhnVAxURDrxb_ZDzvKI
Pizza Arena,3.9,62,Ha-Banim St 20,Tiberias,,IL,http://pizza-arena.co.il/,+972 4-672-6115,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Pizza%20Arena&query_place_id=ChIJea73nUk-HBUR1Unl6CZsMHs
Burgus Burger Bar (BBB),4.1,2183,"קניון שרונים, Ha-Rakun St 2",Hod Hasharon,,IL,http://burgus.co.il/,+972 9-744-7777,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Burgus%20Burger%20Bar%20(BBB)&query_place_id=ChIJ7yYzDKI3HRURRQ7dkOJWWoY
PIZZA DONA,4.4,116,Jerusalem St 710,Tiberias,,IL,http://www.pizza-time.co.il/,+972 4-999-7117,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=PIZZA%20DONA&query_place_id=ChIJSxpkswY_HBUR_zEprwCbR2g
Pizza Noam,4.2,176,Jerusalem St 47,Safed,,IL,https://erezcopy.wixsite.com/pizza-noam,,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Pizza%20Noam&query_place_id=ChIJr04jWZEjHBURiNpaNhK5SFI
Burgus Burger Bar,4.3,2839,"מתחם G, Ha-Tamar St 2",Yokne'am Illit,,IL,https://burgus.co.il/?item=33&section=3,+972 4-959-0098,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Burgus%20Burger%20Bar&query_place_id=ChIJ5ZgXVL-uHRUR03x_7iMtMZs
Talpiot,4.3,1902,Sirkin St 28,Haifa,,IL,https://talpiot.kitchen/,+972 4-699-2296,Seafood restaurant,https://www.google.com/maps/search/?api=1&query=Talpiot&query_place_id=ChIJKXtFjk66HRUREy5KdsZ-Zjg
Humus Eliyahu,4.3,714,"בית המזרחי, הירקון פינת הגליל הירקון 1 בניין",Tiberias,,IL,https://www.facebook.com/humustiberias/,+972 4-823-3309,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Humus%20Eliyahu&query_place_id=ChIJgdKKa0k-HBURsoHAfOHFrtc
ג׳פניקה צמח | JAPANIKA MALL KINNERET ZEMACH,3.8,3242,מול,Degania Alef,,IL,https://www.japanika.net/branch/%D7%A6%D7%9E%D7%97/,+972 3-723-6100,Asian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%B3%D7%A4%D7%A0%D7%99%D7%A7%D7%94%20%D7%A6%D7%9E%D7%97%20%7C%20JAPANIKA%20MALL%20KINNERET%20ZEMACH&query_place_id=ChIJS5Ij_ZRqHBUR6PICFeljMtc
Mazat rest,4.7,130,HaGalil St 2,Nazareth,,IL,https://www.facebook.com/mazat%20restaurant,+972 4-601-6333,Restaurant,https://www.google.com/maps/search/?api=1&query=Mazat%20rest&query_place_id=ChIJac4Yk2tNHBURcqqyQxfMDUw
Alothmani Restaurant,4.2,994,,Tamra,,IL,https://www.zooz360.co.il/main.asp?id=1514,+972 4-994-7513,Halal restaurant,https://www.google.com/maps/search/?api=1&query=Alothmani%20Restaurant&query_place_id=ChIJRYepzWK1HRUR71H9eJ8oRP8
Essa Homus,4.5,389,Yokhanan Ben Zakai St 7,Tiberias,,IL,https://israelbusinessguide.com/catalog/tveriya/essa_homus/,+972 4-679-2788,Restaurant,https://www.google.com/maps/search/?api=1&query=Essa%20Homus&query_place_id=ChIJJ0obK08-HBURFunNv-NwtCE
Tree of Life Cafe,4.0,65,Meginei Tsfat St 5,Safed,,IL,https://m.facebook.com/Tree-Of-Life-Cafe-1579467392324849/,+972 50-696-0239,Vegetarian restaurant,https://www.google.com/maps/search/?api=1&query=Tree%20of%20Life%20Cafe&query_place_id=ChIJ5z7l0ZMjHBURw6GAH_gpnJY
BBB Rosh Pina,3.7,2902,"סנטר הגליל, HaTapu'ach St 3",Rosh Pinna,,IL,https://www.burgus.co.il/rosh_pina_menu/#mr-tab-0,+972 4-686-0222,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=BBB%20Rosh%20Pina&query_place_id=ChIJXTBcChwiHBURuoQDNqLVXGs
Pergamon - פרגמון,4.5,876,Heleni ha-Malka St 7,Jerusalem,,IL,https://www.pergamonjlm.com/,+972 50-684-3988,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Pergamon%20-%20%D7%A4%D7%A8%D7%92%D7%9E%D7%95%D7%9F&query_place_id=ChIJPbJJx9ApAxUR3bLRnJ7Pivw
Jem's Beer Factory,4.5,1219,Brener St 6,Ra'anana,,IL,http://www.jems.co.il/,+972 9-771-3790,Bar,https://www.google.com/maps/search/?api=1&query=Jem's%20Beer%20Factory&query_place_id=ChIJx5A1aBM4HRURoSLtFuadhls
Yume,4.2,535,Ha-Meyasdim St 4,Binyamina-Giv'at Ada,,IL,http://www.yume.co.il/,+972 4-980-4444,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=Yume&query_place_id=ChIJCa2CQxwMHRURrXtqOndVpSI
מסעדת בשרים אגדה מזרחית,4.0,54,Sderot Yig'al Alon 1,Dimona,,IL,https://www.rest.co.il/rest/80284468/,+972 77-540-7017,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%91%D7%A9%D7%A8%D7%99%D7%9D%20%D7%90%D7%92%D7%93%D7%94%20%D7%9E%D7%96%D7%A8%D7%97%D7%99%D7%AA&query_place_id=ChIJuaqnLAFGAhURaIXjm_MCamU
Onyx haifa,4.5,545,Derech HaAtsma'ut 104,Haifa,,IL,https://onyxhaifa.co.il/,+972 4-660-0600,Restaurant,https://www.google.com/maps/search/?api=1&query=Onyx%20haifa&query_place_id=ChIJB45JLDa7HRURAUJLe0NJDNw
Pizza Hut,3.5,512,Ha-Banim St 1,Tiberias,,IL,https://www.pizzahut.co.il/branch/tverya/,+972 1-700-506-070,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Pizza%20Hut&query_place_id=ChIJv-PH4kg-HBURhlDJ_yk1jAs
El-Galil,4.5,1077,HaOranim St 98,Amirim,,IL,https://vegansontop.co.il/places/el-galil/,+972 52-517-7400,Vegan restaurant,https://www.google.com/maps/search/?api=1&query=El-Galil&query_place_id=ChIJNSHsl8UkHBURm5ScT0FZCec
מסעדת לוטה - Lotte Restaurant,3.8,320,Eli'ezer Kaplan Blvd 1,Tiberias,,IL,https://tabitisrael.co.il/online-reservations/create-reservation?step=search&orgId=60ea9fe46f415239d5c257fe,+972 4-670-7077,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%9C%D7%95%D7%98%D7%94%20-%20Lotte%20Restaurant&query_place_id=ChIJZ0TS8O0_HBURWgjvIBpJmQ4
Colony Grill,4.5,4631,Derech Allenby 56,Haifa,,IL,http://www.colonygrill.co.il/,+972 4-855-2555,Chophouse restaurant,https://www.google.com/maps/search/?api=1&query=Colony%20Grill&query_place_id=ChIJi_jZCra7HRURpNcfNGalqks
Restaurant,4.5,37,,Tiberias,,IL,https://www.getrestaur.co.il/%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20-%20%D7%99%D7%A2%D7%A8%20%D7%94%D7%90%D7%95%D7%A8%D7%9F%20-%206239,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant&query_place_id=ChIJ0wrE9Ug-HBUROtWKEjOt70w
Restaurant Doniana,4.4,4236,סאלח אלבסרי,Acre,,IL,https://doniana.rest.co.il/,+972 4-991-0001,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Doniana&query_place_id=ChIJP3KxMETIHRURDpIHA6ROruw
